AACombo,Fitness
VEVA,0.0
VEVY,0.0620375
VEVT,5.00314
VEVV,2.45293714286
VEVQ,0.01585
VEVS,3.819802222219999
VEVR,0.0
NVCF,0.0
NVCI,0.0
HPKA,0.0
NVCK,0.0
NVCM,0.0
NVCL,0.0090599999999999
NVCN,0.04473
NVCS,0.0
NVCR,0.0
NVCW,0.0
NVCV,0.0
NVCY,0.0
SMVN,6.560605000000001
AGQF,0.09505
FVLD,0.0094849999999999
SMVL,3.55518222222
SMVM,9.46199333333
TWYN,0.0
AGQK,0.05849
FVLG,4.01842333333
AGQI,0.095055
TWYI,0.04345
ESDT,0.0
ESDV,0.0
ESDW,0.0
ESDQ,0.0
ESDR,0.0
ESDS,0.0
IMEM,0.0
TWYK,0.0
ESDY,0.0
SMVG,8.797536000000001
ESDD,0.0
TWYD,0.0
ESDF,0.0
ESDG,0.0
ESDA,0.0
ESDL,0.0
ESDM,0.0
ESDN,0.0
ESDI,0.0
ESDK,0.0
TWYG,0.010565
VYDY,0.0
FVLI,2.52170166667
FVLV,1.47985
FVLQ,1.95247
EIWK,0.0
EIWI,0.0
EIWN,0.05431
EIWM,0.0
EIWL,0.0
VNQS,0.002542
VNQR,0.0
VNQQ,0.0
VNQW,0.0
VNQV,0.02377
EIWD,0.0
VNQK,0.0
WRRY,0.0
EIWY,0.0
VNQN,0.0
VNQM,0.017285
VNQL,1.00446
EIWS,0.0
EIWR,0.0
VNQA,0.0
VNQG,0.0
EIWV,0.0
VNQD,0.0
FVLY,1.565295
LKMD,0.0
LKMF,0.0
LKMG,0.0
LKMA,0.0
LKML,0.0
LKMM,0.0
LKMN,0.0
LKMI,0.0
LKMK,0.0
LKMT,0.0
LKMV,0.0
LKMW,0.0
LKMQ,0.0
LKMR,0.9956675
LKMS,0.1188225
LKMY,0.00453333333333
IQGL,0.0
PYEF,0.0
YITF,0.226345
YITK,0.017285
YITN,0.0
GYLY,0.0416116666667
YTYG,0.00501
WGLQ,0.031266
KCEQ,0.0
FMYI,0.0
FMYK,0.0
FMYL,0.00273333333333
FMYM,0.0
FMYN,0.0
FMYA,0.0
FMYD,0.0
FMYF,0.0
FMYG,0.0
WGLW,0.0
FMYY,0.0
VYDV,0.0
FMYQ,0.0
FMYR,0.0
FMYS,0.0
FMYT,0.0
FMYV,0.00373
FMYW,0.0
YNKW,0.0
WGLT,0.04412125
INFN,0.01028
ADVM,6.88215
ADVL,3.20592444444
ADVN,0.0
ADVI,8.19154
ADVK,0.019015
DTCD,0.0
ADVD,0.0
ADVF,0.0331166666667
ADVA,0.0
VYDT,0.0
DTCF,0.013115
ADVY,0.03169
ADVT,0.022185
ADVW,0.00732
ADVV,8.214141999999999
ADVQ,10.907115
ADVS,0.131754444444
ADVR,0.00906142857143
DTCL,0.260965
YNPM,0.013585
INFL,0.00524666666667
KCTR,0.0
KCTS,0.004535
KNTL,0.003314
KCTV,0.0
KCTW,0.0
KCTT,0.0
KNTF,0.0
KNTD,0.0
KNTA,0.0
KCTA,0.0
KCTF,0.0
KCTG,0.0
KNTY,0.0
KNTW,0.0
KCTK,0.0
KCTI,0.0
KNTS,0.0
KNTR,0.0
KCTL,0.016058
KCTM,0.0
DTCT,0.0
EVSK,0.0200166666667
HPRR,0.0
HPRS,0.0
KMVA,0.0
HPRQ,0.0
WGLI,13.6332383333
HPRV,0.0
MLCM,6.07932
WGLN,0.0290466666667
WYDW,0.0
WYDR,0.0
DTCY,0.0
WYDY,0.0
WYDD,0.0
WYDF,0.0
HPRI,0.0
HPRN,0.0
WYDN,0.0
KMVG,0.0
MLCW,0.0
IEEY,0.0
HPRL,0.0956357142857
IEES,0.0
IEER,0.0
IEEW,0.0
IEEV,0.0
IEEI,0.0
IEEL,0.0
IEEA,0.0
IEED,0.0
IEEG,0.0
IEEF,0.0
SEVG,25.5805044444
SEVD,8.739626
PTDT,0.0
PTDW,0.0
PTDL,0.0
PTDN,0.0
SEVQ,11.949425
SEVW,0.092686
SEVT,16.82918125
PTDK,0.0
PTDD,0.0
PTDF,0.0105675
PTDG,0.0
PTDA,0.0
YEPI,0.0
HYWY,0.0
HYWQ,0.0
HYWR,0.0
HYWS,0.0
HYWW,0.0
HYWK,0.0
HYWN,0.0
HYWD,0.0
HYWF,0.0
HYWG,0.0
DNTR,0.0
DNTS,0.0291425
DNTV,0.0506966666667
DNTW,0.0
DNTT,0.0090599999999999
DNTY,0.0
DNTA,0.0253533333333
DNTF,0.0
DNTG,0.01811
DNTD,0.0
DNTK,0.0
DNTI,0.0
DNTN,0.0
DNTL,0.0261433333333
DNTM,0.02377
INFA,0.0
YEPS,0.00227166666667
ISLY,0.0174977777778
YEPQ,0.0
ISLQ,8.47717777778
ISLR,0.0055262962963
ISLS,0.211754814815
ISLT,0.862800555556
ISLV,5.81254611111
ISLW,0.00264666666667
ISLI,11.2364233333
ISLK,0.018265
ISLL,9.63277740741
ISLM,12.90802
ISLN,0.0992788888889
ISLA,0.0562138888889
ISLD,0.0316277777778
ISLF,0.0461911111111
ISLG,3.68027944444
GQMG,0.01268
GQMF,0.01811
GQMD,0.0
GQMN,0.10561
GQMM,11.37156
GQML,7.953016666669999
GQMI,0.23838
GQMV,1.67443
GQMT,0.05545
GQMS,0.08209
GQMR,0.0
GQMY,0.0
EFIR,0.0
EFIS,0.0
EFIQ,0.0
EFIV,0.0
EFIW,0.0
EFIT,0.0
EFIY,0.0
EFIA,0.0
EFIF,0.0
EFIG,0.0
EFID,0.0
EFIK,0.0
EFII,0.0
EFIN,0.0
EFIL,0.0
EFIM,0.0
LAIV,0.0241457142857
LAIW,0.003464
LAIT,0.008456
LAIR,0.0
LAIS,0.232666
LAIQ,0.0169033333333
LAIY,0.0
LAIF,0.00296333333333
SNLW,7.17620777778
LAID,0.0
LAIA,0.02113
LAIN,0.0
LAIL,0.024344375
LAIM,0.0119225
LAIK,0.0
LAII,0.012082
SNLT,7.556726470589999
VDLY,0.0
VDLV,0.0172136363636
VDLW,0.0
VDLT,0.00153
VDLR,0.0
VDLS,0.01248
VDLQ,0.01585
VDLN,0.00363
VDLL,0.00906555555556
VDLM,0.00604333333333
KDPW,0.0
VDLI,0.0158333333333
VDLF,0.0
VDLG,0.00768727272727
VDLD,0.0
VDLA,0.00163333333333
SNLM,12.0347222222
INFY,0.00427
SNLK,3.69683
YWQL,0.0
SNLG,8.87114611111
YPQD,0.0
WFFG,0.0
SNLA,6.529027647059999
HEWD,0.0
HEWF,0.0
HEWG,0.0
HEWA,0.0
HEWL,0.0
HEWM,0.0
HEWN,0.0
HEWI,0.0
HEWT,0.04753
WFFF,0.0
HEWV,0.03457
HEWW,0.0
HEWR,0.0
HEWS,0.0
HEWY,0.0
EPVD,0.0
QGKL,0.00845666666667
EPVL,0.0
MGNN,0.0
YNYF,0.01042
MGNL,0.0517016666666999
MGNM,0.06381
MGNK,0.0
MGNI,0.164755
MGNF,0.061785
MGNG,0.05431
MGND,0.02535
CHRG,0.0
MGNY,0.09011
MGNV,0.105616666667
MGNW,0.0
MGNT,0.04979
MGNR,0.0
MGNS,0.0449375
MGNQ,0.105235
MYEY,0.0
MYEQ,0.0
MYES,0.0
MYER,0.0
MYEW,0.0
MYEI,0.0
MYEK,0.0
MYEM,0.0
MYEL,0.0
MYEA,0.0
MYED,0.0
MYEG,0.0
MYEF,0.0
YPQL,0.0
YNYV,0.0
YNYT,0.0
YNYR,0.0
YNYS,0.0063433333333299
YNYQ,0.0
YWQY,0.0
RYFD,0.0
RYFG,0.0
RYFF,0.258756666667
RYFA,0.0
RYFM,0.0
RYFL,0.0883388888889
RYFN,0.0
RYFI,0.0
RYFK,0.0
RYFT,0.0
RYFW,0.0
RYFV,0.0
RYFQ,0.00507666666667
RYFS,0.00197333333333
RYFR,0.0
YNYY,0.0
RYFY,0.0
RNGI,0.0
RNGK,0.0
RNGM,0.03301
RNGL,0.0
RNGA,0.0
RNGD,0.0
RNGG,0.0
RNGF,0.0
RNGY,0.0
RNGQ,0.0
RNGS,0.0
RNGR,0.0
RNGT,0.0
RNGW,0.0
WLIR,0.0
WLIS,0.0
WLIV,0.0
WLIA,0.0
WLIF,0.0
WLIG,0.0
WLID,0.0
WLIK,0.0
WLII,0.0
WRKD,0.0
WLIL,0.0135871428571
VFNW,0.0
AELY,9.127044
AELV,24.3995855556
AELT,6.57533571429
AELR,7.912748
AELS,10.692625
AELQ,7.37144
AELN,12.5297866667
AELL,12.0795923077
AELM,2.00842333333
AELK,11.46316
AELI,30.632365
AELF,16.221645
AELG,5.2828225
AELD,11.4347933333
AELA,18.7456385714
FRNN,0.0
FRNL,0.0
FRNM,0.0
FRNK,0.0
FRNF,0.31986
FRNG,0.0
FRND,0.0
FRNA,0.0
YPQK,0.0
FRNY,0.0
FRNV,0.0
FRNT,0.0
FRNR,0.00212111111111
FRNS,0.333274444444
FRNQ,0.0
SFRI,0.0
SFRK,0.0
SFRN,0.0
SFRA,0.0005829411764709
GPKD,0.0
SFRD,0.0
SFRG,0.00392117647059
SFRF,0.0004
SFRY,0.0
WRKV,0.0
GPKF,0.0
WRKW,0.0
SFRQ,0.0
SFRS,0.000495185185185
SFRR,0.0
SFRT,0.0
SFRW,0.0
SFRV,0.00160333333333
GPKY,0.0
WRKS,0.0
WFFV,0.0
WRKQ,0.0
GPKR,0.0
GPKS,0.0
FLEY,0.0
FLEQ,0.0
FLES,0.0
FLER,0.0
FLEW,0.0
FLEV,0.0
FLEI,0.0
FLEK,0.0
FLEM,0.0
FLEL,0.0
FLEN,0.0
FLEA,0.0
FLED,0.0
FLEF,0.0
FCKL,0.0
FCKM,0.0
FCKN,0.0
NIKA,0.0
FCKI,0.0
NIKD,0.0
FCKK,0.0
FCKD,0.0
FCKF,0.00585
FCKG,0.0
NIKN,0.0
FCKA,0.0
NIKL,0.0
NIKR,0.0
NIKS,0.0
NIKQ,0.0
FCKY,0.0
NIKT,0.0
FCKT,0.0
FCKV,0.0
FCKW,0.0
FCKQ,0.0
FCKR,0.0
FCKS,0.0
VTPR,0.0371721052632
LYWF,0.00208333333333
LYWG,0.0
VTPV,0.00834928571429
LYWA,0.0
VTPT,0.00293384615385
LYWL,0.728738888889
LYWM,0.0348933333333
LYWN,0.0
VTPY,0.0
LYWI,0.0237666666667
LYWK,0.0
LYWT,0.0
LYWV,0.0152683333333
VTPA,0.0
VTPG,0.0
VTPD,0.0
VTPK,0.0
VTPI,0.18202375
VTPN,0.0
LYWY,0.0490666666667
VTPL,0.0084770833333299
VTPM,0.0218142857143
YTLT,0.159070833333
ECLY,0.0
EVDA,0.0
YVNN,0.03456
YVNL,0.0
YVNK,0.0
YVNI,0.0
ECLQ,0.0
YWDA,0.0
EVDG,0.0
YVNY,0.21122
YVNW,0.0
EVDF,0.00761
YVNS,0.04753
YVNR,0.00470166666667
ECLL,0.596141428571
ECLD,0.0
ECLF,0.00975666666667
EVDR,0.0
EVDT,0.0
EVDV,0.0
CDYT,0.0
CDYS,0.0
AGGF,2.47927833333
YTLQ,12.79417
RDNL,0.0
RDNM,0.0
RDNN,0.0105666666667
RDNI,0.0
RDNK,0.0
RDND,0.0
RDNF,0.0
RDNG,0.0
RDNA,0.0
RDNY,0.0
RDNT,0.0
LLDT,0.0
RDNV,0.0
RDNQ,0.0
RDNR,0.0
RDNS,0.0
LLDV,0.0
LLDW,0.0
WGCR,0.0
ACGS,10.3718971429
ACGR,0.0140866666667
ACGT,4.49908666667
ACGW,4.09451
ACGV,0.079355
ACGY,0.0628799999999999
ACGA,0.044435
ACGG,4.87002666667
ACGF,6.8528325
ACGI,10.878825
ACGK,0.0
ACGM,0.18279
ACGL,2.95577
TFHG,0.0165675
HWYY,0.0
HWYQ,0.0
HWYR,0.0
HWYS,0.0
HWYT,0.0
HWYV,0.0
HWYW,0.0
HWYI,0.0
HWYK,0.0
HWYL,0.0
HWYM,0.0
HWYN,0.0
HWYA,0.0
ANHF,0.01653
HWYD,0.0
HWYF,0.0
HWYG,0.0
LLDK,0.0
LLDM,0.0
LLDN,0.0
YSII,0.20821
DQNN,0.0
DQNM,0.0
DQNL,0.00704666666667
FLQD,0.0
DQNI,0.0
DQNG,0.0
DQNF,0.0
DQND,0.0
DQNA,0.0
DQNY,0.0
DQNW,0.0
DQNV,0.0
DQNT,0.0
DQNS,0.0
DQNR,0.0
FLQF,0.0
YSIV,0.1742
FLQA,0.0
YSIT,0.437163333333
FYFS,0.0
YSIS,0.165192222222
GGWG,0.0
GGWF,0.0
SYYI,0.06625
SYYG,0.0
SYYF,0.02507
GGWM,0.0
GGWL,0.0357442857143
SYHV,0.0297675
SYYA,0.0
GGWW,0.0
GGWV,0.05431
GGWS,0.0
GGWQ,0.03169
SYYW,0.0
SYYV,0.01585
SYYT,0.0
SYYS,0.263661428571
SYYR,0.0
GGWY,0.0105666666667
IFAF,0.00254
QIYA,0.063785
QIYG,0.03355
QIYF,2.64955
QIYI,5.429790000000001
QIYK,0.0
QIYM,0.12673
QIYL,6.463246666669999
QIYN,20.471
QIYQ,3.24
QIYS,3.95593333333
QIYR,0.0140866666667
QIYT,2.987315
QIYW,0.0
QIYV,0.299555
QIYY,0.08147
FLQI,0.02716
SYHR,0.0
YAEW,0.0
SYHS,0.00595
YAES,0.0
YAER,0.0
YAEY,0.0
YPIN,0.0
YAEG,0.0
YAEF,0.005595
YAEL,0.00692
TLDY,0.090304
TLDQ,0.073325
TLDR,0.00577
TLDS,0.019308
TLDT,0.0
TLDV,0.08353
TLDW,0.004535
TLDI,0.0408133333333
TLDK,0.47653
TLDL,0.0293721428571
TLDM,0.04442
TLDN,0.019015
TLDA,0.0
TLDD,0.0
TLDF,0.00254333333333
TLDG,0.0140866666667
YPIG,0.0
YPIA,0.0
TMQS,14.2769866667
EMPF,0.0
EMPG,0.0
EMPD,0.0
EMPA,0.0
EMPN,0.0
EMPL,0.0
EMPM,0.0
EMPK,0.0
EMPI,0.0
EMPV,0.0
EMPW,0.0
EMPT,0.0
EMPR,0.0
EMPS,0.0
EMPQ,0.0
LLKY,0.0
YPIV,0.0
EMPY,0.0
YPIW,0.0
YPIR,0.0
LLKT,0.0
LLKV,0.0
LLKQ,0.0
LQEG,0.0
LLKS,0.0
LLKR,0.000843333333333
LQEY,0.0
LLKD,0.0
LLKG,0.0
LLKF,0.142233333333
LLKA,0.0
KKEV,0.0
KKES,0.0
KVGK,0.0
KVGI,0.0
KVGL,0.0
KVGM,0.0
KKEG,0.0
KVGQ,0.0
KVGV,0.0
KVGW,0.0
KVGT,0.0190175
KKEL,0.0
KKEI,0.0
SVEK,0.01189
NTSY,0.015214
NTSW,0.0
NTSV,0.0358928571429
NTST,0.00413111111111
NTSS,0.00847466666667
NTSR,0.003178
NTSQ,0.0086474999999999
NTSN,0.0
NTSM,0.0029775
NTSL,0.0123517647059
NTSK,0.0
NTSI,0.020174
NTSG,0.0066
NTSD,0.0
NTSA,0.010794
HNFI,0.0
HQFQ,0.0
HNFL,0.0
HQFV,0.00634
HNFN,0.0
HQFT,0.008645
HNFA,0.0
HQFY,0.0
HNFD,0.0
KDYD,0.0
HNFF,0.0
HNFG,0.0
HNFY,0.0
HQFA,0.0
SSGL,8.54832568627
HQFG,0.0
HQFF,0.00845
HQFD,0.0
HNFQ,0.0
HNFR,0.0
HNFT,0.0
HQFN,0.01408
HNFV,0.0
HNFW,0.0
IFAR,0.0
FIDS,0.0
FIDR,0.0
FIDW,0.0
FIDT,0.0
SNEL,0.0209585714286
FIDL,0.0
FIDA,0.0
SNEN,0.0
FIDD,0.0
DFET,0.0
DFEW,0.0
DFEV,0.0
DFEQ,0.0
DFES,0.0
DFER,0.0
DFEY,0.0
KDYK,0.0
DFED,0.0
DFEG,0.0
DFEF,0.0
DFEA,0.0
SSGA,3.10956285714
DFEM,0.0
DFEL,0.0
DFEN,0.0
DFEI,0.0
DFEK,0.0
KDYV,0.0
KDYT,0.0
DIPQ,0.0
KDYR,0.0
DIPS,0.0
SNEQ,0.017285
IFSI,0.00357333333333
FWEY,0.0
IFSL,0.302492222222
IFSM,0.0055899999999999
IFSN,0.0
FWER,0.0
IFSA,0.0
IFSD,0.00151666666667
IFSF,0.000533333333333
IFSG,0.00708166666667
IFSY,0.0
FWEI,0.0
FWEN,0.0
DIPW,0.0
FWEL,0.0
FWEM,0.0
IFSR,0.0
IFSS,0.0
FWEF,0.0
FWEG,0.0
FWED,0.0
IFSW,0.0
SSGR,0.0212920512821
GHNW,0.0
PPYN,0.0
PPYM,0.0
PPYL,0.00204181818182
PPYK,0.0
PPYI,0.0
PPYG,0.0
PPYF,0.0
PPYD,0.0
PPYA,0.0
GHNR,0.0
FCMR,0.00867666666667
GHNQ,0.0
PPYY,0.0
PPYW,0.0
PPYV,0.00793
PPYT,0.0
PPYS,0.0024075
PPYR,0.0
PPYQ,0.0
WWEY,0.0
FHIL,0.0112366666667
WASS,0.02113
QTLN,0.03342
QTLM,0.0394166666667
QTLL,0.0759964705882
QTLK,0.0
QTLI,0.061252
QTLG,0.04824875
QTLF,0.04009
QTLD,0.017152
QTLA,0.02704125
QTLY,0.041332
QTLW,0.0
QTLV,0.0302272727273
QTLT,0.028105
QTLS,0.448306666667
QTLR,0.0063230769230799
QTLQ,0.0682625
SIAL,15.1009861111
VLMQ,0.02377
VLMS,0.0
VLMR,0.0
VLMT,0.0
VLMW,0.013426
VLMV,0.0378628571429
VLMY,0.0
VLMD,0.0
VLMG,0.00528833333333
VLMF,0.00520166666667
VLMI,0.00401
VLMK,0.0
VLMM,0.0
VLML,0.0184266666667
VLMN,0.0
QTRL,0.004234
ANAV,14.302662
ANAT,17.7392466667
YFYQ,0.00927
ANAR,0.05185
ANAS,10.7460466667
LETA,0.0143775
LETD,0.0
LETG,0.00990875
LETF,0.00739833333333
LETI,0.0115733333333
LETK,0.0
ANAQ,2.202015
LETM,0.0332839999999999
LETL,0.0369646666666999
LETN,0.02113
LETQ,0.00476
LETS,0.0137571428571
LETR,0.0
LETT,0.0151914285714
LETW,0.0
LETV,0.0392454545455
LETY,0.0154966666667
CHSL,0.07585
MRAY,0.0
MRAV,0.0
MRAW,0.0
MRAT,0.0
ANAA,8.14896
MRAR,0.0
MRAS,0.0
MRAQ,0.0
MRAN,0.0
MRAM,0.0
MRAK,0.0
MRAI,0.0095125
MRAF,0.0
MRAG,0.00352888888889
MRAD,0.0
MRAA,0.0
TGVQ,7.729788333330001
TGVS,4.39277210526
TGVR,0.0240607142857
TGVT,1.955113
TGVW,0.0
TGVV,0.276918
TGVY,2.881536
TGVA,10.889405
TGVD,0.013585
TGVG,4.277419999999999
TGVF,1.1167275
TGVI,0.55229
TGVK,0.11429
ANAI,30.095245
TGVM,4.317048000000001
TGVL,1.11663526316
TGVN,5.819504
PLQK,0.0
PLQI,0.0
PLQN,0.0
PLQM,0.0
PLQL,0.004142
PLQA,0.0
PLQG,0.0
PLQF,0.0
PLQD,0.0
PLQY,0.0
PLQS,0.0
PLQR,0.0
PLQQ,0.0
PLQW,0.03169
PLQV,0.0
PLQT,0.0
YFYF,0.0
KEHI,0.0
HTNY,0.0
KEHL,0.01375
KEHM,0.06337
KEHN,0.0
HTNR,0.0
HTNS,0.0
KEHD,0.0
KEHF,0.0
KEHG,0.0
KEHY,0.0
HTNI,0.06337
HTNN,0.0
HTNL,0.0105666666667
HTNM,0.0
KEHR,0.0
HTNA,0.0
KEHT,0.044435
HTNG,5.737633333330001
HTND,0.0
SNLR,3.15244346154
AMMQ,13.1012
AMMS,1.11978
IHSY,0.0
AMMV,21.789515
IHSR,0.0
IHSS,0.201396666667
IHSQ,0.0
IHSV,0.00094
IHSW,0.0
IHST,0.0
AMMA,0.02377
IHSK,0.0
IHSI,0.00267333333333
IHSN,0.0
AMMD,0.09505
IHSL,0.00191
IHSM,0.00254
AMMI,14.959985
IHSA,0.0
IHSF,0.0
IHSG,0.00440166666667
IHSD,0.0
AMMN,1.36874
DHHI,0.0
DHHK,0.0
DHHL,0.0
DHHM,0.0
DHHN,0.0
DHHA,0.0
DHHD,0.0
DHHF,0.0
DHHG,0.0
DHHY,0.0
DHHQ,0.0
DHHR,0.0
DHHS,0.0
DHHT,0.0
DHHV,0.0
DHHW,0.0
VSGY,0.02335
VSGQ,0.01387
VSGR,0.000352333333333
VSGS,0.0098540625
VSGT,0.00711705882353
VSGV,0.304322380952
VSGW,0.0
VSGI,0.0334027272727
VSGK,0.0
VSGL,0.5570234285710001
VSGM,0.0170972727273
VSGN,0.0147890909091
VSGA,0.13845
VSGD,0.00251
VSGF,0.015685
VSGG,0.0139095238095
DYQN,0.0
DYQL,0.011885
DYQM,0.0
DYQK,0.0
DYQI,0.0
DYQF,0.01462
DYQG,0.0
DYQD,0.0
DYQA,0.0
LLRY,0.0
AGNL,0.0885716666667
DYQY,0.0
DYQV,0.0
DYQW,0.0
DYQT,0.0
DYQR,0.0
DYQS,0.0
DYQQ,0.0
GVVY,0.0102342857143
GVVQ,0.0
GVVS,0.030441
GVVR,0.001819
GVVW,0.0090599999999999
GVVV,0.0176083333333
GVVI,0.0335
GVVK,0.0
GVVM,4.41861
LLRT,0.0
GVVN,0.022818
GVVA,0.0
GVVG,0.0362166666667
GVVF,0.8711385714290001
QRAA,0.0
QRAF,0.0
QRAG,0.0
QRAD,0.0
LLRK,0.0
QRAI,0.0
QRAN,0.0
QRAL,0.0
QRAM,0.0
QRAR,0.0
QRAS,0.0
QRAQ,0.0
QRAV,0.0
QRAW,0.0
QRAT,0.0
LLRN,0.0
QRAY,0.0
QDHA,0.0
QDHG,0.0
QDHF,0.01188
QDHD,0.0
QDHI,0.0
QDHN,0.0
QDHM,0.0
QDHL,0.00768666666667
QDHS,0.0188533333333
QDHR,0.0
QDHW,0.0
QDHV,0.0
QDHT,0.0
QDHY,0.0
LLRA,0.0
LLRF,0.0
LLRD,0.0443666666666999
YTLA,4.01469545455
QYAY,0.048275
NGCI,0.05432
YVLL,5.22317833333
VEMQ,1.65243
VEMS,7.834516666669999
MEFD,0.04753
MEFF,2.83886
MEFG,5.55521
GEYY,0.04224
TTQY,2.0189725
MEFL,8.984853333330001
MEFM,0.14082
MEFN,7.673210000000001
TTQT,3.62987333333
MEFI,5.13276
TTQQ,21.533385
MEFK,1.12653
MEFT,1.127935
TTQN,0.03565
MEFV,9.930575
TTQL,5.71871083333
MEFQ,3.08166
MEFR,2.74381
MEFS,11.05013
TTQG,6.420282
TTQF,22.72631
TTQD,0.06337
MEFY,0.05431
TTQA,1.389698
ARGY,0.01268
QNTF,0.0
ARGR,0.0
ARGS,0.008816
ARGT,0.0
ARGV,0.0
ARGW,0.0
ARGI,0.025354
ARGK,0.0
ARGL,0.0272855555556
ARGM,0.050695
ARGN,0.0095125
ARGA,0.0
ARGD,0.0
ARGF,0.01361375
ARGG,0.0
QNTA,0.0
YNKN,0.05431
GEYN,0.0
GEYM,0.05849
PSNI,0.0
GEYL,0.0607225
QMRI,0.0
FPFD,0.0
FPFF,0.0
FPFG,0.00121
FPFA,0.0
FPFL,0.00391833333333
FPFM,0.0
FPFN,0.0
FPFI,0.002095
FPFK,0.0
FPFT,0.0
FPFV,0.0
FPFW,0.0
FPFQ,0.0
FPFR,0.0
FPFS,0.0
FPFY,0.0
YPWS,0.006345
FASR,0.0272266666667
FASS,0.0368670588235
FASQ,0.041776
FASK,0.0
FASI,0.0347899999999999
FASN,0.00936666666667
FASL,0.146765
FASM,0.051904
FASD,0.01087
YHVY,0.04683
YHVQ,0.0
YHVS,0.00254333333333
YHVR,0.0
YHVT,0.0
YHVW,0.0
YHVV,0.0
PCCG,0.0
YHVM,0.053055
YHVL,0.0147516666667
YHVN,0.0
YHVA,0.0
YHVD,0.0
YHVG,0.0059475
YHVF,0.0
AKHT,0.0
AKHV,0.02113
AKHW,0.0
AKHQ,0.0
AKHR,0.0
AKHS,0.00507666666667
AKHY,0.0
AKHD,0.0
AKHF,0.04563
AKHG,0.0
AKHA,0.0
AKHL,0.05751
AKHM,0.02112
AKHN,0.00951
AKHI,0.0
AKHK,0.0
HDDG,0.0
PCCD,0.0
QKWS,0.04753
QKWV,0.0
QNTQ,0.0
YCTK,0.03961
QNTS,0.012682
QWCI,0.12673
QWCL,0.0
QWCY,0.0
SSYR,0.0662754166666999
QWCS,0.0
CTLV,0.32589
LWCK,0.0
LWCI,0.0
LWCN,0.0
LWCL,0.00494571428571
LWCM,0.0
LWCA,0.0
LWCF,0.0
LWCG,0.0
LWCD,0.04224
LWCY,0.0
LWCR,0.0
LWCS,0.0
LWCQ,0.0
LWCV,0.0
LWCW,0.0
LWCT,0.0043275
GNHN,0.0
GNHM,0.05431
GNHL,0.0258616666667
GNHK,0.0
GNHI,0.017285
GNHG,0.0253525
GNHF,0.0
GNHD,0.0
GNHA,0.0
GNHY,0.0
GNHW,0.0
GNHV,0.0497866666666999
GNHT,0.0
GNHS,0.0
GNHR,0.0
GNHQ,0.0
YTVD,0.0086474999999999
YTVG,0.15089875
YTVF,0.2904825
YTVA,0.084092
YYRM,0.0
YTVM,0.132125
SSYM,4.794317777780001
YTVN,0.20648
YTVI,0.13923
YTVK,0.021125
YYRG,0.0
YTVT,0.0497925
YTVW,0.0
YTVV,0.3751125
YTVQ,0.393153333333
YTVS,0.18581
YTVR,0.00182833333333
YYRQ,0.0
YYRR,0.00192888888889
KDKW,0.0
YTVY,0.238045
YYRV,0.0
YYRW,0.0
RQVM,0.0
RQVL,0.0
RQVN,0.019018
RQVI,0.0
RQVK,0.0
RQVD,0.0
RQVG,0.00793
RQVF,0.0
RQVA,0.0
RQVY,0.0
RQVT,0.00595
RQVW,0.0
RQVV,0.00793
RQVQ,0.0
RQVS,0.00159333333333
RQVR,0.0
EEAQ,0.0
EEAS,0.00732
EEAR,0.04753
EEAT,0.0
EEAV,0.0
EEAI,0.0
EEAM,0.0
EEAL,0.0
EEAN,0.0
EEAD,0.0
EEAG,0.0
EEAF,0.0
YDRA,0.0
HFWA,0.0
HFWG,0.0
HFWF,0.0
HFWD,0.0
HFWK,0.0
HFWI,0.0
HFWN,0.0
HFWM,0.0
HFWL,0.0
HFWS,0.0
HFWR,0.0
HFWQ,0.0
HFWW,0.0
HFWV,0.0
HFWT,0.0
HFWY,0.0
YAPI,0.05457
DKQW,0.0
PGWI,0.0063433333333299
QPRT,0.0
EVTN,0.0
DSVD,0.004535
DSVG,0.00755909090909
DSVF,0.00628
DSVA,0.00192909090909
DSVM,0.014522
DSVL,0.0147961111111
DSVN,0.0
DSVI,0.0113216666667
DSVK,0.01087
DSVT,1.06074363636
DSVW,0.0
DSVV,0.00321
DSVQ,0.0
DSVS,0.0065225
DSVR,0.0
DSVY,0.0134483333333
VGIV,0.0271175
LFHN,0.0
VGIT,0.0
VGIR,0.00494636363636
VGIS,0.0191833333333
VGIQ,0.01811
LFHL,0.00212111111111
VGIY,0.0231075
VGIF,0.0
VGIG,0.0128314285714
VGID,0.0
VGIA,0.03923
VGIN,0.0
VGIL,0.0199116666667
VGIM,0.07457
VGIK,0.0
LFHK,0.0
NPTK,0.0
NPTI,0.0
NPTN,0.0
NPTL,0.00192909090909
NPTM,0.0
NPTA,0.0
NPTF,0.0
NPTG,0.0
NPTD,0.0
LFHF,0.0
NPTY,0.0
NPTR,0.063375
NPTS,0.003465
NPTQ,0.0
NPTV,0.0
NPTW,0.0
NPTT,0.0
SHAR,0.00633642857143
SHAS,0.0427028571429
LFHA,0.0
KMKL,0.0
DKFR,0.0
NNCI,0.02376
NNCK,0.0
SHAY,2.00922333333
NNCM,0.0
NNCL,2.05125
NNCN,0.0
NNCA,0.011185
NNCD,0.0
NNCG,0.03456
NNCF,0.02376
NNCY,0.02535
LFHV,0.00167666666667
NNCQ,0.0
NNCS,1.41462
NNCR,0.0
NNCT,0.021125
NNCW,0.0
NNCV,0.00827
